any;comarca o Aran;edat;sexe;concepte;estat;valor
2001;Barcelonès;27 anys;homes;població;;19241
2001;Barcelonès;27 anys;dones;població;;18212
2001;Barcelonès;27 anys;total;població;;37453
2001;Barcelonès;28 anys;homes;població;;18785
2001;Barcelonès;28 anys;dones;població;;17730
2001;Barcelonès;28 anys;total;població;;36515
2001;Barcelonès;29 anys;homes;població;;18347
2001;Barcelonès;29 anys;dones;població;;17341
2001;Barcelonès;29 anys;total;població;;35688
2001;Barcelonès;30 anys;homes;població;;17935
2001;Barcelonès;30 anys;dones;població;;16965
2001;Barcelonès;30 anys;total;població;;34900
2001;Barcelonès;31 anys;homes;població;;17393
2001;Barcelonès;31 anys;dones;població;;16455
2001;Barcelonès;31 anys;total;població;;33848
2001;Barcelonès;32 anys;homes;població;;16594
2001;Barcelonès;32 anys;dones;població;;16150
2001;Barcelonès;32 anys;total;població;;32744
2001;Barcelonès;33 anys;homes;població;;16487
2001;Barcelonès;33 anys;dones;població;;16004
2001;Barcelonès;33 anys;total;població;;32491
2001;Barcelonès;34 anys;homes;població;;16668
2001;Barcelonès;34 anys;dones;població;;16283
2001;Barcelonès;34 anys;total;població;;32951
2001;Barcelonès;35 anys;homes;població;;16430
2001;Barcelonès;35 anys;dones;població;;16009
2001;Barcelonès;35 anys;total;població;;32439
2001;Barcelonès;36 anys;homes;població;;16150
2001;Barcelonès;36 anys;dones;població;;16143
2001;Barcelonès;36 anys;total;població;;32293
2001;Barcelonès;37 anys;homes;població;;16011
2001;Barcelonès;37 anys;dones;població;;16209
2001;Barcelonès;37 anys;total;població;;32220
2001;Barcelonès;38 anys;homes;població;;15013
2001;Barcelonès;38 anys;dones;població;;15614
2001;Barcelonès;38 anys;total;població;;30627
2001;Barcelonès;39 anys;homes;població;;14705
2001;Barcelonès;39 anys;dones;població;;15198
2001;Barcelonès;39 anys;total;població;;29903
2001;Barcelonès;40 anys;homes;població;;14114
2001;Barcelonès;40 anys;dones;població;;15005
2001;Barcelonès;40 anys;total;població;;29119
2001;Barcelonès;41 anys;homes;població;;14208
2001;Barcelonès;41 anys;dones;població;;15234
2001;Barcelonès;41 anys;total;població;;29442
2001;Barcelonès;42 anys;homes;població;;14239
2001;Barcelonès;42 anys;dones;població;;15361
2001;Barcelonès;42 anys;total;població;;29600
2001;Barcelonès;43 anys;homes;població;;13972
2001;Barcelonès;43 anys;dones;població;;15188
2001;Barcelonès;43 anys;total;població;;29160
2001;Barcelonès;44 anys;homes;població;;13524
2001;Barcelonès;44 anys;dones;població;;14740
2001;Barcelonès;44 anys;total;població;;28264
2001;Barcelonès;45 anys;homes;població;;13020
2001;Barcelonès;45 anys;dones;població;;14318
2001;Barcelonès;45 anys;total;població;;27338
2001;Barcelonès;46 anys;homes;població;;13085
2001;Barcelonès;46 anys;dones;població;;14434
2001;Barcelonès;46 anys;total;població;;27519
2001;Barcelonès;47 anys;homes;població;;12529
2001;Barcelonès;47 anys;dones;població;;13931
2001;Barcelonès;47 anys;total;població;;26460
2001;Barcelonès;48 anys;homes;població;;12733
2001;Barcelonès;48 anys;dones;població;;14293
2001;Barcelonès;48 anys;total;població;;27026
2001;Barcelonès;49 anys;homes;població;;12896
2001;Barcelonès;49 anys;dones;població;;14253
2001;Barcelonès;49 anys;total;població;;27149
2001;Barcelonès;50 anys;homes;població;;12393
2001;Barcelonès;50 anys;dones;població;;13978
2001;Barcelonès;50 anys;total;població;;26371
2001;Barcelonès;51 anys;homes;població;;12261
2001;Barcelonès;51 anys;dones;població;;13836
2001;Barcelonès;51 anys;total;població;;26097
2001;Barcelonès;52 anys;homes;població;;13437
2001;Barcelonès;52 anys;dones;població;;15189
2001;Barcelonès;52 anys;total;població;;28626
2001;Barcelonès;53 anys;homes;població;;14065
2001;Barcelonès;53 anys;dones;població;;16176
2001;Barcelonès;53 anys;total;població;;30241
2001;Barcelonès;54 anys;homes;població;;12959
2001;Barcelonès;54 anys;dones;població;;14455
2001;Barcelonès;54 anys;total;població;;27414
2001;Barcelonès;55 anys;homes;població;;12970
2001;Barcelonès;55 anys;dones;població;;14616
2001;Barcelonès;55 anys;total;població;;27586
2001;Barcelonès;56 anys;homes;població;;13539
2001;Barcelonès;56 anys;dones;població;;15122
2001;Barcelonès;56 anys;total;població;;28661
2001;Barcelonès;57 anys;homes;població;;13233
2001;Barcelonès;57 anys;dones;població;;14574
2001;Barcelonès;57 anys;total;població;;27807
2001;Barcelonès;58 anys;homes;població;;12562
2001;Barcelonès;58 anys;dones;població;;13756
2001;Barcelonès;58 anys;total;població;;26318
2001;Barcelonès;59 anys;homes;població;;10612
2001;Barcelonès;59 anys;dones;població;;11667
2001;Barcelonès;59 anys;total;població;;22279
2001;Barcelonès;60 anys;homes;població;;11024
2001;Barcelonès;60 anys;dones;població;;11818
2001;Barcelonès;60 anys;total;població;;22842
2001;Barcelonès;61 anys;homes;població;;12953
2001;Barcelonès;61 anys;dones;població;;13914
2001;Barcelonès;61 anys;total;població;;26867
2001;Barcelonès;62 anys;homes;població;;7690
2001;Barcelonès;62 anys;dones;població;;8631
2001;Barcelonès;62 anys;total;població;;16321
2001;Barcelonès;63 anys;homes;població;;9850
2001;Barcelonès;63 anys;dones;població;;10964
2001;Barcelonès;63 anys;total;població;;20814
2001;Barcelonès;64 anys;homes;població;;11302
2001;Barcelonès;64 anys;dones;població;;12717
2001;Barcelonès;64 anys;total;població;;24019
2001;Barcelonès;65 anys;homes;població;;11469
2001;Barcelonès;65 anys;dones;població;;13736
2001;Barcelonès;65 anys;total;població;;25205
2001;Barcelonès;66 anys;homes;població;;11064
2001;Barcelonès;66 anys;dones;població;;13167
2001;Barcelonès;66 anys;total;població;;24231
2001;Barcelonès;67 anys;homes;població;;10832
2001;Barcelonès;67 anys;dones;població;;12938
2001;Barcelonès;67 anys;total;població;;23770
2001;Barcelonès;68 anys;homes;població;;10970
2001;Barcelonès;68 anys;dones;població;;13392
2001;Barcelonès;68 anys;total;població;;24362
2001;Barcelonès;69 anys;homes;població;;10515
2001;Barcelonès;69 anys;dones;població;;13435
2001;Barcelonès;69 anys;total;població;;23950
2001;Barcelonès;70 anys;homes;població;;10167
2001;Barcelonès;70 anys;dones;població;;13360
2001;Barcelonès;70 anys;total;població;;23527
2001;Barcelonès;71 anys;homes;població;;9867
2001;Barcelonès;71 anys;dones;població;;13340
2001;Barcelonès;71 anys;total;població;;23207
2001;Barcelonès;72 anys;homes;població;;9285
2001;Barcelonès;72 anys;dones;població;;12478
2001;Barcelonès;72 anys;total;població;;21763
2001;Barcelonès;73 anys;homes;població;;8786
2001;Barcelonès;73 anys;dones;població;;12299
2001;Barcelonès;73 anys;total;població;;21085
2001;Barcelonès;74 anys;homes;població;;8128
2001;Barcelonès;74 anys;dones;població;;11963
2001;Barcelonès;74 anys;total;població;;20091
2001;Barcelonès;75 anys;homes;població;;8020
2001;Barcelonès;75 anys;dones;població;;12015
2001;Barcelonès;75 anys;total;població;;20035
2001;Barcelonès;76 anys;homes;població;;7596
2001;Barcelonès;76 anys;dones;població;;11400
2001;Barcelonès;76 anys;total;població;;18996
2001;Barcelonès;77 anys;homes;població;;6971
2001;Barcelonès;77 anys;dones;població;;11074
2001;Barcelonès;77 anys;total;població;;18045
2001;Barcelonès;78 anys;homes;població;;6230
2001;Barcelonès;78 anys;dones;població;;10217
2001;Barcelonès;78 anys;total;població;;16447
2001;Barcelonès;79 anys;homes;població;;5833
2001;Barcelonès;79 anys;dones;població;;9978
2001;Barcelonès;79 anys;total;població;;15811
2001;Barcelonès;80 anys;homes;població;;5086
2001;Barcelonès;80 anys;dones;població;;9011
2001;Barcelonès;80 anys;total;població;;14097
2001;Barcelonès;81 anys;homes;població;;4198
2001;Barcelonès;81 anys;dones;població;;8442
2001;Barcelonès;81 anys;total;població;;12640
2001;Barcelonès;82 anys;homes;població;;3271
2001;Barcelonès;82 anys;dones;població;;6693
2001;Barcelonès;82 anys;total;població;;9964
2001;Barcelonès;83 anys;homes;població;;3021
2001;Barcelonès;83 anys;dones;població;;6718
2001;Barcelonès;83 anys;total;població;;9739
2001;Barcelonès;84 anys;homes;població;;2572
2001;Barcelonès;84 anys;dones;població;;5837
2001;Barcelonès;84 anys;total;població;;8409
2001;Barcelonès;85 anys;homes;població;;2279
2001;Barcelonès;85 anys;dones;població;;5207
2001;Barcelonès;85 anys;total;població;;7486
2001;Barcelonès;86 anys;homes;població;;2156
2001;Barcelonès;86 anys;dones;població;;4944
2001;Barcelonès;86 anys;total;població;;7100
2001;Barcelonès;87 anys;homes;població;;1688
2001;Barcelonès;87 anys;dones;població;;4280
2001;Barcelonès;87 anys;total;població;;5968
2001;Barcelonès;88 anys;homes;població;;1422
2001;Barcelonès;88 anys;dones;població;;3707
2001;Barcelonès;88 anys;total;població;;5129
2001;Barcelonès;89 anys;homes;població;;1148
2001;Barcelonès;89 anys;dones;població;;3322
2001;Barcelonès;89 anys;total;població;;4470
2001;Barcelonès;90 anys;homes;població;;909
2001;Barcelonès;90 anys;dones;població;;2579
2001;Barcelonès;90 anys;total;població;;3488
2001;Barcelonès;91 anys;homes;població;;762
2001;Barcelonès;91 anys;dones;població;;2137
2001;Barcelonès;91 anys;total;població;;2899
2001;Barcelonès;92 anys;homes;població;;533
2001;Barcelonès;92 anys;dones;població;;1741
2001;Barcelonès;92 anys;total;població;;2274
2001;Barcelonès;93 anys;homes;població;;386
2001;Barcelonès;93 anys;dones;població;;1247
2001;Barcelonès;93 anys;total;població;;1633
2001;Barcelonès;94 anys;homes;població;;284
2001;Barcelonès;94 anys;dones;població;;1001
2001;Barcelonès;94 anys;total;població;;1285
2001;Barcelonès;95 anys;homes;població;;201
2001;Barcelonès;95 anys;dones;població;;762
2001;Barcelonès;95 anys;total;població;;963
2001;Barcelonès;96 anys;homes;població;;110
2001;Barcelonès;96 anys;dones;població;;543
2001;Barcelonès;96 anys;total;població;;653
2001;Barcelonès;97 anys;homes;població;;104
2001;Barcelonès;97 anys;dones;població;;353
2001;Barcelonès;97 anys;total;població;;457
2001;Barcelonès;98 anys;homes;població;;39
2001;Barcelonès;98 anys;dones;població;;233
2001;Barcelonès;98 anys;total;població;;272
2001;Barcelonès;99 anys o més;homes;població;;75
2001;Barcelonès;99 anys o més;dones;població;;386
2001;Barcelonès;99 anys o més;total;població;;461
2001;Barcelonès;No hi consta;homes;població;;0
2001;Barcelonès;No hi consta;dones;població;;0
2001;Barcelonès;No hi consta;total;població;;0
2001;Barcelonès;total;homes;població;;996031
2001;Barcelonès;total;dones;població;;1097639
2001;Barcelonès;total;total;població;;2093670
2001;Berguedà;0 anys;homes;població;;144
2001;Berguedà;0 anys;dones;població;;129
2001;Berguedà;0 anys;total;població;;273
2001;Berguedà;1 any;homes;població;;129
2001;Berguedà;1 any;dones;població;;138
2001;Berguedà;1 any;total;població;;267
2001;Berguedà;2 anys;homes;població;;140
2001;Berguedà;2 anys;dones;població;;136
2001;Berguedà;2 anys;total;població;;276
2001;Berguedà;3 anys;homes;població;;115
2001;Berguedà;3 anys;dones;població;;136
2001;Berguedà;3 anys;total;població;;251
2001;Berguedà;4 anys;homes;població;;124
2001;Berguedà;4 anys;dones;població;;126
2001;Berguedà;4 anys;total;població;;250
2001;Berguedà;5 anys;homes;població;;132
2001;Berguedà;5 anys;dones;població;;114
2001;Berguedà;5 anys;total;població;;246
2001;Berguedà;6 anys;homes;població;;163
2001;Berguedà;6 anys;dones;població;;126
2001;Berguedà;6 anys;total;població;;289
2001;Berguedà;7 anys;homes;població;;163
2001;Berguedà;7 anys;dones;població;;114
2001;Berguedà;7 anys;total;població;;277
2001;Berguedà;8 anys;homes;població;;153
2001;Berguedà;8 anys;dones;població;;147
2001;Berguedà;8 anys;total;població;;300
2001;Berguedà;9 anys;homes;població;;136
2001;Berguedà;9 anys;dones;població;;156
2001;Berguedà;9 anys;total;població;;292
2001;Berguedà;10 anys;homes;població;;180
2001;Berguedà;10 anys;dones;població;;125
2001;Berguedà;10 anys;total;població;;305
2001;Berguedà;11 anys;homes;població;;138
2001;Berguedà;11 anys;dones;població;;144
2001;Berguedà;11 anys;total;població;;282
2001;Berguedà;12 anys;homes;població;;162
2001;Berguedà;12 anys;dones;població;;157
2001;Berguedà;12 anys;total;població;;319
2001;Berguedà;13 anys;homes;població;;178
2001;Berguedà;13 anys;dones;població;;177
2001;Berguedà;13 anys;total;població;;355
2001;Berguedà;14 anys;homes;població;;174
2001;Berguedà;14 anys;dones;població;;173
2001;Berguedà;14 anys;total;població;;347
2001;Berguedà;15 anys;homes;població;;188
2001;Berguedà;15 anys;dones;població;;173
2001;Berguedà;15 anys;total;població;;361
2001;Berguedà;16 anys;homes;població;;199
2001;Berguedà;16 anys;dones;població;;183
2001;Berguedà;16 anys;total;població;;382
2001;Berguedà;17 anys;homes;població;;176
2001;Berguedà;17 anys;dones;població;;187
2001;Berguedà;17 anys;total;població;;363
2001;Berguedà;18 anys;homes;població;;208
2001;Berguedà;18 anys;dones;població;;178
2001;Berguedà;18 anys;total;població;;386
2001;Berguedà;19 anys;homes;població;;197
2001;Berguedà;19 anys;dones;població;;204
2001;Berguedà;19 anys;total;població;;401
2001;Berguedà;20 anys;homes;població;;248
2001;Berguedà;20 anys;dones;població;;206
2001;Berguedà;20 anys;total;població;;454
2001;Berguedà;21 anys;homes;població;;267
2001;Berguedà;21 anys;dones;població;;272
2001;Berguedà;21 anys;total;població;;539
2001;Berguedà;22 anys;homes;població;;260
2001;Berguedà;22 anys;dones;població;;215
2001;Berguedà;22 anys;total;població;;475
2001;Berguedà;23 anys;homes;població;;304
2001;Berguedà;23 anys;dones;població;;256
2001;Berguedà;23 anys;total;població;;560
2001;Berguedà;24 anys;homes;població;;283
2001;Berguedà;24 anys;dones;població;;247
2001;Berguedà;24 anys;total;població;;530
2001;Berguedà;25 anys;homes;població;;277
2001;Berguedà;25 anys;dones;població;;263
2001;Berguedà;25 anys;total;població;;540
2001;Berguedà;26 anys;homes;població;;259
2001;Berguedà;26 anys;dones;població;;275
2001;Berguedà;26 anys;total;població;;534
2001;Berguedà;27 anys;homes;població;;265
2001;Berguedà;27 anys;dones;població;;242
2001;Berguedà;27 anys;total;població;;507
2001;Berguedà;28 anys;homes;població;;258
2001;Berguedà;28 anys;dones;població;;230
2001;Berguedà;28 anys;total;població;;488
2001;Berguedà;29 anys;homes;població;;237
2001;Berguedà;29 anys;dones;població;;222
2001;Berguedà;29 anys;total;població;;459
2001;Berguedà;30 anys;homes;població;;246
2001;Berguedà;30 anys;dones;població;;232
2001;Berguedà;30 anys;total;població;;478
2001;Berguedà;31 anys;homes;població;;247
2001;Berguedà;31 anys;dones;població;;236
2001;Berguedà;31 anys;total;població;;483
2001;Berguedà;32 anys;homes;població;;227
2001;Berguedà;32 anys;dones;població;;215
2001;Berguedà;32 anys;total;població;;442
2001;Berguedà;33 anys;homes;població;;258
2001;Berguedà;33 anys;dones;població;;208
2001;Berguedà;33 anys;total;població;;466
2001;Berguedà;34 anys;homes;població;;233
2001;Berguedà;34 anys;dones;població;;247
2001;Berguedà;34 anys;total;població;;480
2001;Berguedà;35 anys;homes;població;;291
2001;Berguedà;35 anys;dones;població;;263
2001;Berguedà;35 anys;total;població;;554
2001;Berguedà;36 anys;homes;població;;310
2001;Berguedà;36 anys;dones;població;;293
2001;Berguedà;36 anys;total;població;;603
2001;Berguedà;37 anys;homes;població;;290
2001;Berguedà;37 anys;dones;població;;258
2001;Berguedà;37 anys;total;població;;548
2001;Berguedà;38 anys;homes;població;;297
2001;Berguedà;38 anys;dones;població;;291
2001;Berguedà;38 anys;total;població;;588
2001;Berguedà;39 anys;homes;població;;279
2001;Berguedà;39 anys;dones;població;;277
2001;Berguedà;39 anys;total;població;;556
2001;Berguedà;40 anys;homes;població;;286
2001;Berguedà;40 anys;dones;població;;297
2001;Berguedà;40 anys;total;població;;583
2001;Berguedà;41 anys;homes;població;;312
2001;Berguedà;41 anys;dones;població;;325
