"Curs";"Nom ensenyament";"Nivell";"Nom comarca";"Nombre grups";"Nombre places";"Places ofertades a la preinscripció";"Assignacions";"Assignacions: 1a peticio";"Assignacions: Altres peticions";"Places vacants";"Places ocupades";"Nombre centres";"any";"edat";"dones";"homes";"total"
"2023/2024";"Educació primària";"6";"Aran";9;82;0;0;0;0;0;82;7;2022;10;41;43;84
"2023/2024";"Educació primària";"6";"Bages";91;2122;161;9;6;3;153;1970;61;2022;10;937;1050;1987
"2023/2024";"Educació primària";"6";"Baix Camp";99;2230;53;10;7;3;43;2187;61;2022;10;1092;1221;2313
"2023/2024";"Educació primària";"6";"Baix Ebre";42;887;120;7;4;3;113;774;32;2022;10;368;464;832
"2023/2024";"Educació primària";"6";"Baix Empordà";65;1424;77;3;2;1;74;1350;44;2022;10;690;804;1494
"2023/2024";"Educació primària";"6";"Baix Llobregat";345;8607;329;47;26;21;287;8325;209;2022;10;4567;4803;9370
"2023/2024";"Educació primària";"6";"Baix Penedès";59;1429;135;13;9;4;122;1307;28;2022;10;627;703;1330
"2023/2024";"Educació primària";"6";"Barcelonès";807;20037;442;201;82;119;242;19796;467;2022;10;9833;10374;20207
"2023/2024";"Educació primària";"6";"Berguedà";26;440;99;1;1;0;98;342;22;2022;10;201;204;405
"2023/2024";"Educació primària";"6";"Cerdanya";14;170;24;3;2;1;21;149;13;2022;10;92;106;198
"2023/2024";"Educació primària";"6";"Conca de Barberà";15;209;24;1;0;1;23;186;13;2022;10;95;104;199
"2023/2024";"Educació primària";"6";"Garraf";59;1476;50;12;4;8;38;1438;33;2022;10;817;844;1661
"2023/2024";"Educació primària";"6";"Garrigues";18;203;20;1;1;0;19;184;16;2022;10;87;88;175
"2023/2024";"Educació primària";"6";"Garrotxa";34;634;21;2;1;1;19;615;23;2022;10;338;332;670
"2023/2024";"Educació primària";"6";"Gironès";104;2413;103;15;12;3;91;2325;61;2022;10;1146;1233;2379
"2023/2024";"Educació primària";"6";"Maresme";199;4909;254;36;27;9;222;4691;120;2022;10;2457;2661;5118
"2023/2024";"Educació primària";"6";"Moianès";12;209;48;3;2;1;45;164;10;2022;10;88;77;165
"2023/2024";"Educació primària";"6";"Montsià";37;778;69;0;0;0;69;709;21;2022;10;372;344;716
"2023/2024";"Educació primària";"6";"Noguera";37;452;38;0;0;0;38;414;32;2022;10;211;201;412
"2023/2024";"Educació primària";"6";"Osona";96;2009;208;11;8;3;199;1812;64;2022;10;957;1005;1962
"2023/2024";"Educació primària";"6";"Pallars Jussà";9;147;17;1;1;0;16;131;7;2022;10;58;67;125
"2023/2024";"Educació primària";"6";"Pallars Sobirà";8;54;0;0;0;0;0;54;7;2022;10;44;28;72
"2023/2024";"Educació primària";"6";"Pla d'Urgell";25;528;92;6;6;0;86;442;19;2022;10;208;242;450
"2023/2024";"Educació primària";"6";"Pla de l'Estany";19;386;1;1;1;0;0;386;13;2022;10;188;188;376
"2023/2024";"Educació primària";"6";"Priorat";16;88;14;0;0;0;14;74;15;2022;10;37;52;89
"2023/2024";"Educació primària";"6";"Ribera d'Ebre";19;288;87;0;0;0;87;201;16;2022;10;84;117;201
"2023/2024";"Educació primària";"6";"Ripollès";17;290;37;0;0;0;37;253;14;2022;10;127;122;249
"2023/2024";"Educació primària";"6";"Segarra";15;291;42;3;3;0;39;252;11;2022;10;130;122;252
"2023/2024";"Educació primària";"6";"Segrià";121;2490;206;5;4;1;201;2289;80;2022;10;1125;1213;2338
"2023/2024";"Educació primària";"6";"Selva";80;1914;169;6;3;3;163;1751;45;2022;10;931;976;1907
"2023/2024";"Educació primària";"6";"Solsonès";14;174;36;0;0;0;36;138;12;2022;10;75;75;150
"2023/2024";"Educació primària";"6";"Tarragonès";124;3006;169;28;21;7;143;2865;67;2022;10;1421;1489;2910
"2023/2024";"Educació primària";"6";"Terra Alta";13;153;50;0;0;0;50;103;12;2022;10;39;53;92
"2023/2024";"Educació primària";"6";"Urgell";28;471;54;0;0;0;54;417;22;2022;10;188;213;401
"2023/2024";"Educació primària";"6";"Vallès Occidental";415;10337;232;49;30;19;188;10154;236;2022;10;5519;5742;11261
"2023/2024";"Educació primària";"6";"Vallès Oriental";198;4821;395;25;20;5;370;4451;119;2022;10;2372;2544;4916
"2023/2024";"Educació secundària obligatòria";"1";"Alt Camp";17;510;399;388;360;28;14;499;6;2022;11;252;283;535
"2023/2024";"Educació secundària obligatòria";"1";"Alt Empordà";58;1647;1375;1318;1234;84;68;1590;19;2022;11;807;823;1630
"2023/2024";"Educació secundària obligatòria";"1";"Alt Penedès";46;1344;942;938;825;113;9;1340;17;2022;11;715;763;1478
"2023/2024";"Educació secundària obligatòria";"1";"Alt Urgell";8;240;160;140;137;3;20;220;4;2022;11;104;103;207
"2023/2024";"Educació secundària obligatòria";"1";"Alta Ribagorça";2;60;60;45;45;0;15;45;1;2022;11;13;26;39
"2023/2024";"Educació secundària obligatòria";"1";"Anoia";53;1546;1071;1013;962;51;58;1488;21;2022;11;746;825;1571
"2023/2024";"Educació secundària obligatòria";"1";"Aran";3;90;87;71;71;0;16;74;1;2022;11;51;49;100
"2023/2024";"Educació secundària obligatòria";"1";"Bages";74;2164;1634;1509;1406;103;133;2039;33;2022;11;1020;1095;2115
"2023/2024";"Educació secundària obligatòria";"1";"Baix Camp";83;2464;1716;1606;1453;153;115;2354;28;2022;11;1164;1226;2390
"2023/2024";"Educació secundària obligatòria";"1";"Baix Ebre";32;945;718;629;575;54;89;856;12;2022;11;399;449;848
"2023/2024";"Educació secundària obligatòria";"1";"Baix Empordà";53;1515;1199;1142;1065;77;63;1458;18;2022;11;785;844;1629
"2023/2024";"Educació secundària obligatòria";"1";"Baix Llobregat";317;9472;7118;6554;5863;691;577;8908;111;2022;11;4784;5097;9881
"2023/2024";"Educació secundària obligatòria";"1";"Baix Penedès";47;1404;1082;987;942;45;99;1309;13;2022;11;643;657;1300
"2023/2024";"Educació secundària obligatòria";"1";"Barcelonès";715;20954;10858;10605;8586;2019;295;20701;302;2022;11;9773;10566;20339
"2023/2024";"Educació secundària obligatòria";"1";"Berguedà";16;462;428;370;349;21;58;404;7;2022;11;171;206;377
"2023/2024";"Educació secundària obligatòria";"1";"Cerdanya";5;150;119;107;105;2;12;138;2;2022;11;91;101;192
"2023/2024";"Educació secundària obligatòria";"1";"Conca de Barberà";8;240;215;172;171;1;44;197;4;2022;11;98;90;188
"2023/2024";"Educació secundària obligatòria";"1";"Garraf";53;1590;1233;1212;1106;106;25;1569;21;2022;11;819;928;1747
"2023/2024";"Educació secundària obligatòria";"1";"Garrigues";7;210;173;160;152;8;13;197;3;2022;11;88;102;190
"2023/2024";"Educació secundària obligatòria";"1";"Garrotxa";23;666;459;436;392;44;27;643;8;2022;11;328;316;644
"2023/2024";"Educació secundària obligatòria";"1";"Gironès";84;2416;1910;1906;1738;168;30;2412;27;2022;11;1213;1357;2570
"2023/2024";"Educació secundària obligatòria";"1";"Maresme";180;5302;3560;3346;2975;371;227;5088;74;2022;11;2647;2749;5396
"2023/2024";"Educació secundària obligatòria";"1";"Moianès";5;120;95;97;91;6;7;122;2;2022;11;78;87;165
"2023/2024";"Educació secundària obligatòria";"1";"Montsià";27;789;642;554;500;54;88;701;10;2022;11;328;380;708
"2023/2024";"Educació secundària obligatòria";"1";"Noguera";17;498;407;367;332;35;40;458;7;2022;11;216;231;447
"2023/2024";"Educació secundària obligatòria";"1";"Osona";76;2139;1488;1380;1283;97;140;2031;32;2022;11;1014;990;2004
"2023/2024";"Educació secundària obligatòria";"1";"Pallars Jussà";5;150;126;88;87;1;38;112;3;2022;11;55;64;119
"2023/2024";"Educació secundària obligatòria";"1";"Pallars Sobirà";3;90;90;64;64;0;26;64;2;2022;11;31;34;65
"2023/2024";"Educació secundària obligatòria";"1";"Pla d'Urgell";14;408;397;372;358;14;25;383;4;2022;11;234;213;447
"2023/2024";"Educació secundària obligatòria";"1";"Pla de l'Estany";13;390;362;362;332;30;1;390;4;2022;11;203;250;453
"2023/2024";"Educació secundària obligatòria";"1";"Priorat";4;120;110;71;71;0;39;81;2;2022;11;41;41;82
"2023/2024";"Educació secundària obligatòria";"1";"Ribera d'Ebre";8;240;169;130;127;3;39;201;4;2022;11;109;97;206
"2023/2024";"Educació secundària obligatòria";"1";"Ripollès";11;330;248;186;185;1;62;268;5;2022;11;123;117;240
"2023/2024";"Educació secundària obligatòria";"1";"Segarra";10;270;241;229;209;20;12;258;4;2022;11;127;156;283
"2023/2024";"Educació secundària obligatòria";"1";"Segrià";94;2661;1954;1790;1597;193;173;2497;33;2022;11;1160;1260;2420
"2023/2024";"Educació secundària obligatòria";"1";"Selva";68;1978;1582;1425;1339;86;161;1821;26;2022;11;996;966;1962
"2023/2024";"Educació secundària obligatòria";"1";"Solsonès";6;160;149;140;138;2;9;151;3;2022;11;71;64;135
"2023/2024";"Educació secundària obligatòria";"1";"Tarragonès";107;3162;2228;2095;1942;153;147;3029;35;2022;11;1557;1676;3233
"2023/2024";"Educació secundària obligatòria";"1";"Terra Alta";4;120;105;83;83;0;22;98;2;2022;11;66;54;120
"2023/2024";"Educació secundària obligatòria";"1";"Urgell";16;460;382;342;334;8;40;420;6;2022;11;204;212;416
"2023/2024";"Educació secundària obligatòria";"1";"Vallès Occidental";395;11570;7532;7211;6410;801;384;11249;148;2022;11;5398;5946;11344
"2023/2024";"Educació secundària obligatòria";"1";"Vallès Oriental";169;4986;3866;3712;3388;324;163;4832;64;2022;11;2416;2540;4956
"2023/2024";"Educació secundària obligatòria";"2";"Alt Camp";17;510;2;3;2;1;0;511;6;2022;12;235;272;507
"2023/2024";"Educació secundària obligatòria";"2";"Alt Empordà";56;1582;37;2;1;1;35;1547;18;2022;12;794;896;1690
"2023/2024";"Educació secundària obligatòria";"2";"Alt Penedès";50;1475;37;15;9;6;24;1453;17;2022;12;691;676;1367
"2023/2024";"Educació secundària obligatòria";"2";"Alt Urgell";8;240;25;2;2;0;23;217;4;2022;12;86;95;181
"2023/2024";"Educació secundària obligatòria";"2";"Alta Ribagorça";2;60;14;0;0;0;14;46;1;2022;12;15;13;28
"2023/2024";"Educació secundària obligatòria";"2";"Anoia";57;1679;134;11;7;4;123;1556;21;2022;12;733;798;1531
"2023/2024";"Educació secundària obligatòria";"2";"Aran";4;120;19;1;1;0;18;102;1;2022;12;53;59;112
"2023/2024";"Educació secundària obligatòria";"2";"Bages";76;2242;135;20;17;3;116;2127;33;2022;12;1006;1083;2089
"2023/2024";"Educació secundària obligatòria";"2";"Baix Camp";85;2474;74;24;13;11;50;2424;28;2022;12;1190;1318;2508
"2023/2024";"Educació secundària obligatòria";"2";"Baix Ebre";31;937;87;10;9;1;77;860;12;2022;12;418;452;870
"2023/2024";"Educació secundària obligatòria";"2";"Baix Empordà";56;1621;71;13;11;2;61;1563;18;2022;12;724;838;1562
"2023/2024";"Educació secundària obligatòria";"2";"Baix Llobregat";321;9556;334;81;53;28;255;9303;111;2022;12;4785;5189;9974
"2023/2024";"Educació secundària obligatòria";"2";"Baix Penedès";47;1404;50;10;8;2;40;1364;13;2022;12;654;646;1300
"2023/2024";"Educació secundària obligatòria";"2";"Barcelonès";717;20900;603;283;137;146;320;20580;301;2022;12;9811;10640;20451
"2023/2024";"Educació secundària obligatòria";"2";"Berguedà";14;404;16;2;0;2;14;390;7;2022;12;197;203;400
"2023/2024";"Educació secundària obligatòria";"2";"Cerdanya";5;150;0;2;2;0;0;152;2;2022;12;103;95;198
"2023/2024";"Educació secundària obligatòria";"2";"Conca de Barberà";7;210;24;2;2;0;22;188;4;2022;12;107;95;202
"2023/2024";"Educació secundària obligatòria";"2";"Garraf";55;1634;68;13;8;5;55;1579;21;2022;12;811;910;1721
"2023/2024";"Educació secundària obligatòria";"2";"Garrigues";7;210;30;3;3;0;27;183;3;2022;12;88;104;192
"2023/2024";"Educació secundària obligatòria";"2";"Garrotxa";22;634;37;7;4;3;30;604;8;2022;12;292;332;624
"2023/2024";"Educació secundària obligatòria";"2";"Gironès";88;2559;55;19;14;5;40;2523;28;2022;12;1190;1317;2507
"2023/2024";"Educació secundària obligatòria";"2";"Maresme";186;5464;255;73;60;13;186;5282;74;2022;12;2637;2757;5394
"2023/2024";"Educació secundària obligatòria";"2";"Moianès";5;130;17;1;1;0;16;114;2;2022;12;71;83;154
"2023/2024";"Educació secundària obligatòria";"2";"Montsià";25;753;36;5;3;2;31;722;10;2022;12;368;398;766
"2023/2024";"Educació secundària obligatòria";"2";"Noguera";17;498;56;3;2;1;53;445;7;2022;12;204;250;454
"2023/2024";"Educació secundària obligatòria";"2";"Osona";75;2138;131;18;13;5;113;2025;31;2022;12;921;1061;1982
"2023/2024";"Educació secundària obligatòria";"2";"Pallars Jussà";5;150;27;1;0;1;26;124;3;2022;12;65;59;124
"2023/2024";"Educació secundària obligatòria";"2";"Pallars Sobirà";3;90;31;0;0;0;31;59;2;2022;12;30;47;77
"2023/2024";"Educació secundària obligatòria";"2";"Pla d'Urgell";14;408;19;5;2;3;14;394;4;2022;12;224;247;471
"2023/2024";"Educació secundària obligatòria";"2";"Pla de l'Estany";15;450;2;2;1;1;0;450;4;2022;12;216;227;443
"2023/2024";"Educació secundària obligatòria";"2";"Priorat";3;90;4;0;0;0;4;86;2;2022;12;36;42;78
"2023/2024";"Educació secundària obligatòria";"2";"Ribera d'Ebre";8;230;19;0;0;0;19;211;4;2022;12;85;109;194
"2023/2024";"Educació secundària obligatòria";"2";"Ripollès";11;330;76;5;4;1;71;259;5;2022;12;119;137;256
"2023/2024";"Educació secundària obligatòria";"2";"Segarra";11;293;10;1;1;0;9;284;4;2022;12;140;150;290
"2023/2024";"Educació secundària obligatòria";"2";"Segrià";93;2687;123;29;15;14;97;2593;32;2022;12;1206;1237;2443
"2023/2024";"Educació secundària obligatòria";"2";"Selva";66;1928;127;20;13;7;107;1821;25;2022;12;959;1024;1983
"2023/2024";"Educació secundària obligatòria";"2";"Solsonès";6;163;25;1;1;0;24;139;3;2022;12;68;63;131
"2023/2024";"Educació secundària obligatòria";"2";"Tarragonès";112;3312;151;35;22;13;116;3196;35;2022;12;1512;1634;3146
"2023/2024";"Educació secundària obligatòria";"2";"Terra Alta";4;120;13;1;0;1;12;108;2;2022;12;54;57;111
"2023/2024";"Educació secundària obligatòria";"2";"Urgell";16;472;24;5;2;3;19;453;6;2022;12;191;248;439
"2023/2024";"Educació secundària obligatòria";"2";"Vallès Occidental";389;11421;516;133;84;49;385;11038;147;2022;12;5654;6083;11737
"2023/2024";"Educació secundària obligatòria";"2";"Vallès Oriental";172;5043;222;33;27;6;190;4854;64;2022;12;2448;2683;5131
"2023/2024";"Educació secundària obligatòria";"3";"Alt Camp";17;510;19;3;1;2;17;494;6;2022;13;280;279;559
"2023/2024";"Educació secundària obligatòria";"3";"Alt Empordà";58;1683;65;8;5;3;60;1626;18;2022;13;850;895;1745
"2023/2024";"Educació secundària obligatòria";"3";"Alt Penedès";46;1275;23;14;10;4;12;1266;17;2022;13;727;728;1455
"2023/2024";"Educació secundària obligatòria";"3";"Alt Urgell";8;240;34;4;4;0;31;210;4;2022;13;116;111;227
"2023/2024";"Educació secundària obligatòria";"3";"Alta Ribagorça";2;60;19;1;1;0;18;42;1;2022;13;22;25;47
"2023/2024";"Educació secundària obligatòria";"3";"Anoia";56;1644;127;13;10;3;114;1530;21;2022;13;794;889;1683
"2023/2024";"Educació secundària obligatòria";"3";"Aran";3;90;0;0;0;0;0;90;1;2022;13;48;45;93
"2023/2024";"Educació secundària obligatòria";"3";"Bages";75;2207;94;20;16;4;76;2133;33;2022;13;1025;1090;2115
"2023/2024";"Educació secundària obligatòria";"3";"Baix Camp";85;2513;40;15;8;7;25;2488;28;2022;13;1236;1329;2565
"2023/2024";"Educació secundària obligatòria";"3";"Baix Ebre";31;930;48;6;0;6;42;888;12;2022;13;405;459;864
"2023/2024";"Educació secundària obligatòria";"3";"Baix Empordà";52;1542;33;11;11;0;23;1520;18;2022;13;832;833;1665
"2023/2024";"Educació secundària obligatòria";"3";"Baix Llobregat";324;9635;385;109;67;42;284;9359;110;2022;13;5101;5196;10297
"2023/2024";"Educació secundària obligatòria";"3";"Baix Penedès";48;1422;49;10;8;2;39;1383;13;2022;13;708;658;1366
"2023/2024";"Educació secundària obligatòria";"3";"Barcelonès";718;21144;505;305;131;174;200;20944;302;2022;13;10317;11077;21394
"2023/2024";"Educació secundària obligatòria";"3";"Berguedà";16;481;51;6;3;3;45;436;7;2022;13;191;212;403
"2023/2024";"Educació secundària obligatòria";"3";"Cerdanya";5;150;0;2;2;0;0;152;2;2022;13;98;105;203
"2023/2024";"Educació secundària obligatòria";"3";"Conca de Barberà";8;240;33;2;2;0;31;209;4;2022;13;112;111;223
"2023/2024";"Educació secundària obligatòria";"3";"Garraf";56;1658;70;26;15;11;44;1614;21;2022;13;909;999;1908
"2023/2024";"Educació secundària obligatòria";"3";"Garrigues";7;210;10;3;3;0;7;203;3;2022;13;85;98;183
"2023/2024";"Educació secundària obligatòria";"3";"Garrotxa";21;615;20;3;2;1;17;598;8;2022;13;310;341;651
"2023/2024";"Educació secundària obligatòria";"3";"Gironès";86;2494;29;19;12;7;17;2484;27;2022;13;1259;1360;2619
"2023/2024";"Educació secundària obligatòria";"3";"Maresme";189;5538;290;86;65;21;211;5334;74;2022;13;2733;2910;5643
"2023/2024";"Educació secundària obligatòria";"3";"Moianès";5;150;47;2;0;2;45;105;2;2022;13;78;97;175
"2023/2024";"Educació secundària obligatòria";"3";"Montsià";29;842;51;6;2;4;45;797;10;2022;13;378;397;775
"2023/2024";"Educació secundària obligatòria";"3";"Noguera";18;528;46;2;2;0;44;484;7;2022;13;232;239;471
"2023/2024";"Educació secundària obligatòria";"3";"Osona";73;2111;110;21;16;5;90;2022;31;2022;13;964;1088;2052
"2023/2024";"Educació secundària obligatòria";"3";"Pallars Jussà";5;150;30;1;1;0;29;121;3;2022;13;68;73;141
"2023/2024";"Educació secundària obligatòria";"3";"Pallars Sobirà";3;90;13;0;0;0;13;77;2;2022;13;30;34;64
"2023/2024";"Educació secundària obligatòria";"3";"Pla d'Urgell";13;378;0;0;0;0;0;378;4;2022;13;231;249;480
"2023/2024";"Educació secundària obligatòria";"3";"Pla de l'Estany";15;440;4;2;1;1;2;438;4;2022;13;210;210;420
"2023/2024";"Educació secundària obligatòria";"3";"Priorat";4;120;41;0;0;0;41;79;2;2022;13;40;50;90
"2023/2024";"Educació secundària obligatòria";"3";"Ribera d'Ebre";7;210;30;4;4;0;26;184;4;2022;13;87;108;195
"2023/2024";"Educació secundària obligatòria";"3";"Ripollès";10;300;56;1;1;0;55;245;5;2022;13;118;143;261
"2023/2024";"Educació secundària obligatòria";"3";"Segarra";10;304;24;5;5;0;19;285;4;2022;13;115;128;243
"2023/2024";"Educació secundària obligatòria";"3";"Segrià";92;2736;135;22;13;9;113;2623;32;2022;13;1228;1305;2533
"2023/2024";"Educació secundària obligatòria";"3";"Selva";69;2040;130;25;17;8;105;1935;25;2022;13;1013;1071;2084
"2023/2024";"Educació secundària obligatòria";"3";"Solsonès";6;165;34;0;0;0;34;131;3;2022;13;73;85;158
"2023/2024";"Educació secundària obligatòria";"3";"Tarragonès";111;3291;119;22;12;10;98;3194;34;2022;13;1576;1777;3353
"2023/2024";"Educació secundària obligatòria";"3";"Terra Alta";4;120;12;0;0;0;12;108;2;2022;13;44;52;96
"2023/2024";"Educació secundària obligatòria";"3";"Urgell";17;510;35;6;5;1;29;481;6;2022;13;239;208;447
"2023/2024";"Educació secundària obligatòria";"3";"Vallès Occidental";395;11628;280;109;74;35;173;11457;148;2022;13;5866;6255;12121
"2023/2024";"Educació secundària obligatòria";"3";"Vallès Oriental";177;5218;233;56;40;16;178;5041;64;2022;13;2582;2761;5343
"2023/2024";"Educació secundària obligatòria";"4";"Alt Camp";18;540;23;1;0;1;22;518;6;2022;14;248;281;529
"2023/2024";"Educació secundària obligatòria";"4";"Alt Empordà";59;1710;48;10;3;7;38;1672;18;2022;14;750;854;1604
"2023/2024";"Educació secundària obligatòria";"4";"Alt Penedès";49;1439;42;13;8;5;30;1410;17;2022;14;659;730;1389
"2023/2024";"Educació secundària obligatòria";"4";"Alt Urgell";8;240;11;0;0;0;11;229;4;2022;14;89;113;202
"2023/2024";"Educació secundària obligatòria";"4";"Alta Ribagorça";2;60;7;1;1;0;6;54;1;2022;14;19;22;41
"2023/2024";"Educació secundària obligatòria";"4";"Anoia";59;1728;98;14;12;2;84;1644;21;2022;14;771;822;1593
"2023/2024";"Educació secundària obligatòria";"4";"Aran";3;90;0;0;0;0;0;90;1;2022;14;68;52;120
"2023/2024";"Educació secundària obligatòria";"4";"Bages";77;2264;112;13;10;3;99;2165;32;2022;14;1005;1048;2053
"2023/2024";"Educació secundària obligatòria";"4";"Baix Camp";87;2602;69;13;11;2;56;2546;28;2022;14;1257;1266;2523
"2023/2024";"Educació secundària obligatòria";"4";"Baix Ebre";32;960;58;14;7;7;44;916;12;2022;14;382;415;797
"2023/2024";"Educació secundària obligatòria";"4";"Baix Empordà";55;1628;44;13;12;1;34;1597;18;2022;14;705;799;1504
"2023/2024";"Educació secundària obligatòria";"4";"Baix Llobregat";330;9802;344;77;48;29;272;9535;111;2022;14;4963;5145;10108
"2023/2024";"Educació secundària obligatòria";"4";"Baix Penedès";49;1456;38;9;4;5;29;1427;13;2022;14;657;710;1367
"2023/2024";"Educació secundària obligatòria";"4";"Barcelonès";736;21627;521;328;159;169;194;21434;301;2022;14;9912;10669;20581
"2023/2024";"Educació secundària obligatòria";"4";"Berguedà";15;450;55;7;4;3;48;402;7;2022;14;172;210;382
"2023/2024";"Educació secundària obligatòria";"4";"Cerdanya";6;180;14;10;8;2;4;176;2;2022;14;105;99;204
"2023/2024";"Educació secundària obligatòria";"4";"Conca de Barberà";7;210;7;2;2;0;7;205;4;2022;14;98;97;195
"2023/2024";"Educació secundària obligatòria";"4";"Garraf";57;1715;42;16;10;6;26;1689;20;2022;14;879;919;1798
"2023/2024";"Educació secundària obligatòria";"4";"Garrigues";7;210;43;2;2;0;41;169;3;2022;14;88;87;175
"2023/2024";"Educació secundària obligatòria";"4";"Garrotxa";21;611;10;0;0;0;10;601;8;2022;14;308;342;650
"2023/2024";"Educació secundària obligatòria";"4";"Gironès";88;2574;28;22;15;7;16;2568;27;2022;14;1163;1241;2404
"2023/2024";"Educació secundària obligatòria";"4";"Maresme";188;5563;253;58;43;15;199;5368;72;2022;14;2630;2706;5336
"2023/2024";"Educació secundària obligatòria";"4";"Moianès";5;150;20;1;0;1;19;131;2;2022;14;83;77;160
"2023/2024";"Educació secundària obligatòria";"4";"Montsià";28;810;51;3;1;2;48;762;10;2022;14;352;410;762
"2023/2024";"Educació secundària obligatòria";"4";"Noguera";18;528;64;2;2;0;62;466;7;2022;14;190;230;420
"2023/2024";"Educació secundària obligatòria";"4";"Osona";75;2189;115;22;17;5;93;2096;31;2022;14;909;1012;1921
"2023/2024";"Educació secundària obligatòria";"4";"Pallars Jussà";6;179;46;0;0;0;46;133;3;2022;14;61;55;116
"2023/2024";"Educació secundària obligatòria";"4";"Pallars Sobirà";3;90;25;0;0;0;25;65;2;2022;14;33;36;69
"2023/2024";"Educació secundària obligatòria";"4";"Pla d'Urgell";14;408;2;0;0;0;2;406;4;2022;14;217;213;430
"2023/2024";"Educació secundària obligatòria";"4";"Pla de l'Estany";13;390;3;0;0;0;3;387;4;2022;14;167;208;375
"2023/2024";"Educació secundària obligatòria";"4";"Priorat";4;120;36;1;1;0;35;85;2;2022;14;40;43;83
"2023/2024";"Educació secundària obligatòria";"4";"Ribera d'Ebre";7;210;41;1;1;0;40;170;4;2022;14;86;86;172
"2023/2024";"Educació secundària obligatòria";"4";"Ripollès";11;330;63;1;1;0;62;268;5;2022;14;122;114;236
"2023/2024";"Educació secundària obligatòria";"4";"Segarra";9;274;10;4;4;0;6;268;4;2022;14;123;136;259
"2023/2024";"Educació secundària obligatòria";"4";"Segrià";96;2853;191;14;6;8;178;2676;32;2022;14;1123;1192;2315
"2023/2024";"Educació secundària obligatòria";"4";"Selva";72;2115;122;14;12;2;108;2007;25;2022;14;919;1006;1925
"2023/2024";"Educació secundària obligatòria";"4";"Solsonès";7;191;35;2;2;0;33;158;3;2022;14;56;78;134
"2023/2024";"Educació secundària obligatòria";"4";"Tarragonès";112;3318;83;23;13;10;62;3258;34;2022;14;1531;1537;3068
"2023/2024";"Educació secundària obligatòria";"4";"Terra Alta";4;120;29;1;1;0;28;92;2;2022;14;35;53;88
"2023/2024";"Educació secundària obligatòria";"4";"Urgell";17;510;41;2;2;0;39;471;6;2022;14;206;210;416
"2023/2024";"Educació secundària obligatòria";"4";"Vallès Occidental";408;12012;323;111;74;37;216;11800;146;2022;14;5778;6125;11903
"2023/2024";"Educació secundària obligatòria";"4";"Vallès Oriental";180;5308;173;27;21;6;147;5162;64;2022;14;2463;2706;5169
"2024/2025";"Educació infantil: Parvulari";"1";"Alt Camp";20;399;399;336;318;18;63;336;27;2023;2;178;177;355
"2024/2025";"Educació infantil: Parvulari";"1";"Alt Empordà";63;1258;1231;1060;960;100;174;1087;69;2023;2;610;624;1234
"2024/2025";"Educació infantil: Parvulari";"1";"Alt Penedès";54;972;970;919;838;81;55;921;46;2023;2;412;437;849
"2024/2025";"Educació infantil: Parvulari";"1";"Alt Urgell";8;159;159;142;132;10;17;142;12;2023;2;73;71;144
"2024/2025";"Educació infantil: Parvulari";"1";"Alta Ribagorça";2;23;23;21;21;0;2;21;3;2023;2;6;13;19
"2024/2025";"Educació infantil: Parvulari";"1";"Anoia";58;1110;1110;997;938;59;114;997;48;2023;2;503;515;1018
"2024/2025";"Educació infantil: Parvulari";"1";"Aran";4;60;60;46;46;0;14;46;7;2023;2;40;32;72
"2024/2025";"Educació infantil: Parvulari";"1";"Bages";78;1522;1522;1343;1231;112;182;1343;62;2023;2;676;714;1390
"2024/2025";"Educació infantil: Parvulari";"1";"Baix Camp";91;1774;1771;1539;1434;105;232;1542;61;2023;2;819;771;1590
"2024/2025";"Educació infantil: Parvulari";"1";"Baix Ebre";34;738;729;545;490;55;188;554;32;2023;2;318;316;634
"2024/2025";"Educació infantil: Parvulari";"1";"Baix Empordà";54;1048;1048;940;855;85;113;940;44;2023;2;501;551;1052
"2024/2025";"Educació infantil: Parvulari";"1";"Baix Llobregat";317;6323;6321;5762;5074;688;561;5764;209;2023;2;3003;3153;6156
"2024/2025";"Educació infantil: Parvulari";"1";"Baix Penedès";46;912;910;820;740;80;93;822;28;2023;2;428;498;926
"2024/2025";"Educació infantil: Parvulari";"1";"Barcelonès";790;16929;16904;15350;13810;1540;1554;15375;475;2023;2;8033;8425;16458
"2024/2025";"Educació infantil: Parvulari";"1";"Berguedà";17;325;325;264;243;21;62;264;24;2023;2;164;144;308
"2024/2025";"Educació infantil: Parvulari";"1";"Cerdanya";6;132;132;114;107;7;18;114;13;2023;2;62;64;126
"2024/2025";"Educació infantil: Parvulari";"1";"Conca de Barberà";8;187;187;164;163;1;23;164;14;2023;2;73;75;148
"2024/2025";"Educació infantil: Parvulari";"1";"Garraf";56;1075;1074;1066;944;122;20;1067;33;2023;2;568;596;1164
"2024/2025";"Educació infantil: Parvulari";"1";"Garrigues";6;141;141;107;107;0;34;107;16;2023;2;60;57;117
"2024/2025";"Educació infantil: Parvulari";"1";"Garrotxa";22;462;460;422;381;41;43;424;24;2023;2;214;249;463
"2024/2025";"Educació infantil: Parvulari";"1";"Gironès";94;1821;1820;1686;1546;140;143;1687;62;2023;2;945;964;1909
"2024/2025";"Educació infantil: Parvulari";"1";"Maresme";177;3524;3521;3208;2815;393;314;3211;120;2023;2;1616;1765;3381
